Nama Pengguna,Rating,Tanggal,Ulasan,Sentimen,Ulasan_Bersih
Pengguna Google,1,2026-02-06 11:17:13,"Data sudah lengkap,tapi verifikasi lama. Kalo data salah,penolakannya cepet begitu data ud bener,verifikasi nya lama 👎🏼",Negatif,data sudah lengkaptapi verifikasi lama kalo data salahpenolakannya cepet begitu data ud benerverifikasi nya lama
Pengguna Google,1,2026-02-06 10:24:34,"kendaraan tidak di temukan, hubungi pemilik kendaraan untuk informasi lebih lanjut arau pilih kendaraan lain sebagai utama, ini maksudya apa, kendaraan ini milik saya pribadi tapi kenapa tidak bisa cetak barcodenya, memang aplikasi tidak berguna",Negatif,kendara tidak temu hubung milik kendara informasi lebih lanjut arau pilih kendara lain bagai utama maksudya apa kendara milik saya pribadi tapi kenapa tidak bisa cetak barcodenya memang aplikasi tidak guna
Pengguna Google,5,2026-02-06 09:20:29,jos mantap,Positif,jos mantap
Pengguna Google,1,2026-02-06 09:11:09,"barcode sudah di upgrade tapi tidak bisa diakses, wahai para pemimpin khusus nya di pertamina tolong kembali kan seperti semula",Negatif,barcode sudah upgrade tapi tidak bisa akses wahai para pimpin khusus nya pertamina tolong kembali kan seperti mula
Pengguna Google,5,2026-02-06 08:20:59,praktis,Positif,praktis
Pengguna Google,5,2026-02-06 07:52:54,sangat membantu,Positif,sangat bantu
Pengguna Google,1,2026-02-06 07:46:29,"mantap aplikasi ga becus, masa ga bisa login, alasan format nomor salah, sedangkan restart kode bisa pake nomor itu, trus registrasi lagi nomor terdaftar, maunya apa si hadeh, buat repot aja ini aplikasi",Negatif,mantap aplikasi tidak becus masa tidak bisa login alas format nomor salah sedang restart kode bisa pake nomor trus registrasi lagi nomor daftar mau apa si hadeh buat repot aja aplikasi
Pengguna Google,5,2026-02-06 07:02:46,super simple 🥰,Positif,super simple
Pengguna Google,5,2026-02-06 06:29:34,praktis dan ada promo setiap Senin dan Jumat...,Positif,praktis ada promo tiap senin jumat
Pengguna Google,1,2026-02-06 02:01:09,"Aplikasi menyesatkan, Saya cek info dari Aplikasi MyPertamina tertera Ada Bio Solar di Spbu 31.127.02 lokasi Jl Kapten Tendean. Saya ke lokasi Spbu jam 2 subuh, ternyata Spbu di Jln Tendean tsb sudah lama tidak jual Bio Solar. Tolong Admin/Operator Aplikasi update dong, jangan Gabut (Makan Gaji Buta tp Gak kerja benar) Kesal bgt karena pada jam 2 subuh disesatkan Aplikasi MyPertamina. @Simon Aloysius Mantiri",Negatif,aplikasi sesat saya cek info aplikasi mypertamina tera ada bio solar spbu lokasi jl kapten tendean saya lokasi spbu jam subuh nyata spbu jln tendean tsb sudah lama tidak jual bio solar tolong adminoperator aplikasi update dong jangan gabut makan gaji buta tp gak kerja benar kesal banget karena jam subuh sesat aplikasi mypertamina simon aloysius mantiri
Pengguna Google,5,2026-02-05 17:32:47,mutasi plat proses nya agak ribet,Positif,mutasi plat proses nya agak ribet
Pengguna Google,1,2026-02-05 17:22:28,"opsi kelurahan, tidak ada pilihan, jadi tidak bisa menyimpan data diri",Negatif,opsi lurah tidak ada pilih jadi tidak bisa simpan data diri
Pengguna Google,5,2026-02-05 16:44:48,jos...,Positif,jos
Pengguna Google,5,2026-02-05 16:00:46,baik,Positif,baik
Pengguna Google,1,2026-02-05 15:58:42,pembayaran ovo sering gangguan,Negatif,bayar ovo sering ganggu
Pengguna Google,5,2026-02-05 15:20:44,GA JELASSSSSS APLIKASINYA LELET..... SURUH KELOLA SAMA CARRICK AJA BIAR GACOR KAYAK KING EMYU..,Positif,tidak jelassssss aplikasi lelet suruh kelola sama carrick aja biar gacor kayak king emyu
Pengguna Google,1,2026-02-05 15:04:57,"trus apa gunanya aplikasi kalau harus ke website atau telpon aplikasi itu buat ngampangin bukan nyusahin, ampun dah katanya kemudahan daftar sampai seminggu berturut turut gagal alesan STNK ga jelas lah ini lah itu lah ga niat emang",Negatif,trus apa guna aplikasi kalau harus website atau telpon aplikasi buat ngampangin bukan nyusahin ampun dah kata mudah daftar sampai minggu turut turut gagal alesan stnk tidak jelas lah lah lah tidak niat emang
Pengguna Google,5,2026-02-05 15:02:03,Minta OTP terus. Padahal mau beli Pertalite.,Positif,minta otp terus padahal mau beli pertalite
Pengguna Google,5,2026-02-05 14:33:48,mantap,Positif,mantap
Pengguna Google,5,2026-02-05 13:49:54,praktis,Positif,praktis
Pengguna Google,5,2026-02-05 12:20:35,baik,Positif,baik
Pengguna Google,1,2026-02-05 11:56:27,"nyesel daunload ini, kadang bisa kadang tidak bisa",Negatif,nyesel daunload kadang bisa kadang tidak bisa
Pengguna Google,1,2026-02-05 11:45:23,"aplikasi taik,, gangguan dr tgl 1 februari sampe udah tgl 5 g beres2,, beli e vocher bisa g ada kendala giliran buat transaksi aplikasi g bisa kan aneh, sampe 5 hari coba dan bukan sekali ini, bener2 ngrugiin ini aplikasi",Negatif,aplikasi taik ganggu dr tgl februari sampe udah tgl g beres beli e vocher bisa g ada kendala gilir buat transaksi aplikasi g bisa kan aneh sampe hari coba bukan sekali bener ngrugiin aplikasi
Pengguna Google,5,2026-02-05 10:53:50,jos,Positif,jos
Pengguna Google,1,2026-02-05 09:44:47,"lucu memang Pertamina,barkode sudah ada lama sbln ganti plat nomor jadi putih(masih hitam) terus dipom bensin nggak boleh ngisi alasannya karna beda warna plat...nomor sama lho ya,perbedaan warna hitam ke putih itu dr pemerintah bukan kemauan saya knp dipermasalahkan?dan disuruh update kitanya dihapus dulu dan mendaftarkan lagi ternyata aplikasi nya tidak bisa finish dlm memasukan nama sesuai KTP..itu aplikasinya gmn?!heran.",Negatif,lucu memang pertaminabarkode sudah ada lama sbln ganti plat nomor jadi putihmasih hitam terus dipom bensin nggak boleh ngisi alas karna beda warna platnomor sama lho yaperbedaan warna hitam putih dr perintah bukan mau saya knp dipermasalahkandan suruh update kita hapus dulu daftar lagi nyata aplikasi nya tidak bisa finish dlm pasu nama sesuai ktpitu aplikasi gmnheran
Pengguna Google,1,2026-02-05 08:48:49,"hadeuh gmna seh, lg daftar dtolak trus dg alasan foto KTP tidak terbaca, pdhal foto sgitu jelasnya, JELAS BGT",Negatif,hadeuh gmna seh lg daftar dtolak trus dg alas foto ktp tidak baca pdhal foto sgitu jelas jelas banget
Pengguna Google,5,2026-02-05 08:44:13,ok,Positif,ok
Pengguna Google,5,2026-02-05 08:39:11,memudahkan sekali,Positif,mudah sekali
Pengguna Google,5,2026-02-05 08:00:25,good job,Positif,good job
Pengguna Google,4,2026-02-05 07:22:22,mantap simple dan usahakan jika yanf menggunakan aplks di dahulukan,Positif,mantap simple usaha jika yanf guna aplks dahulu
Pengguna Google,5,2026-02-05 07:03:34,good,Positif,good
Pengguna Google,1,2026-02-05 05:43:33,tdak ada gunanya m persulit,Negatif,tdak ada guna m sulit
Pengguna Google,5,2026-02-05 00:25:10,mantooolll,Positif,mantooolll
Pengguna Google,5,2026-02-04 19:19:13,ngaribetken. simple di jieun ribet.,Positif,ngaribetken simple jieun ribet
Pengguna Google,5,2026-02-04 19:14:33,ok,Positif,ok
Pengguna Google,5,2026-02-04 17:49:03,ok,Positif,ok
Pengguna Google,2,2026-02-04 17:44:51,"di app my pertamina yg lama bisa menampilkan barcode 2 kendaraan, sekarang kok 1 kendaraan saja, mohon solusinya, suwun",Negatif,app my pertamina lama bisa tampil barcode kendara sekarang kok kendara saja mohon solusi suwun
Pengguna Google,5,2026-02-04 16:54:56,Baik,Positif,baik
Pengguna Google,5,2026-02-04 16:36:06,lancar,Positif,lancar
Pengguna Google,5,2026-02-04 14:50:31,oke sangat membantu,Positif,oke sangat bantu
Pengguna Google,1,2026-02-04 14:04:51,susah sekali log in. dengan kendala format yang anda masukan salah terus,Negatif,susah sekali log in kendala format anda masuk salah terus
Pengguna Google,5,2026-02-04 12:06:33,mantab,Positif,mantab
Pengguna Google,5,2026-02-04 09:34:43,okeee,Positif,okeee
Pengguna Google,1,2026-02-04 09:30:23,gabisa my pertamina aplikasi kacau ud ngantri,Negatif,gabisa my pertamina aplikasi kacau ud ngantri
Pengguna Google,5,2026-02-04 08:53:15,oke,Positif,oke
Pengguna Google,1,2026-02-04 08:41:58,"Coba dong, lebih di edukasi lagi buat operator pertamina, untuk lebih ramah minimal sesuai SOP nya (3 S ~ Senyum, Salam, Sapa). saya beli pertamina, bayar menggunakan MY PERTAMINA kok seolah-olah saya salah karena memperlambat proses payment saya.",Negatif,coba dong lebih edukasi lagi buat operator pertamina lebih ramah minimal sesuai sop nya s senyum salam sapa saya beli pertamina bayar guna my pertamina kok seolaholah saya salah karena lambat proses payment saya
Pengguna Google,2,2026-02-04 08:26:23,abis isi bensin kenapa poin saya gk nambah,Negatif,abis isi bensin kenapa poin saya tidak nambah
Pengguna Google,5,2026-02-04 05:24:03,"semoga berkah,rejeki anak soleh",Positif,moga berkahrejeki anak soleh
Pengguna Google,5,2026-02-03 23:22:34,"Ini bagus, tambahin metode pembayaran via Dana sama shoppepay dong, ya kan biar mempermudah",Positif,bagus tambahin metode bayar via dana sama shoppepay dong ya kan biar mudah
Pengguna Google,1,2026-02-03 22:22:32,Saya mengikuti serangkaian event my Pertamina dan memenangkan hadiah berupa e voucher my Pertamina untuk masuk ke dalam akun di tunggu sekitar 5 hari untuk saat ini belum adaa masuk satu punn untuk kejelasan bagaimana ini??,Negatif,saya ikut rangkai event my pertamina menang hadiah upa e voucher my pertamina masuk dalam akun tunggu sekitar hari saat belum adaa masuk satu punn jelas bagaimana
Pengguna Google,5,2026-02-03 20:50:33,sulit utk masuk/ pergantian dasar warna plat nomor.seharus nya ada pilihan utk pergantian warna dasar plat nomor tdk perlu dengan hapus input data kembali,Positif,sulit utk masuk ganti dasar warna plat nomorseharus nya ada pilih utk ganti warna dasar plat nomor tidak perlu hapus input data kembali
Pengguna Google,1,2026-02-03 20:45:58,"PAHAM YA.... JIKA BIASA MEMBAYAR CASH, MAKA ANDA TIDAK BUTUH APLIKASI INI.",Negatif,paham ya jika biasa bayar cash maka anda tidak butuh aplikasi
Pengguna Google,5,2026-02-03 20:12:04,mantap,Positif,mantap
Pengguna Google,5,2026-02-03 19:35:42,Mantul,Positif,mantul
Pengguna Google,5,2026-02-03 18:34:03,acara bomm gas poll gimana ya..cara tuker point udah jadi kupon di slide jadi voucher ada tulisan 5 menit ke kasir wkwkw...jadi sudah di gunakan deh.. bingung acaranya pasti kasir ya gatau caranya juga..apa lagi saya,Positif,acara bomm gas poll gimana yacara tuker point udah jadi kupon slide jadi voucher ada tulis menit kasir wkwkwjadi sudah guna deh bingung acara pasti kasir ya gatau cara jugaapa lagi saya
Pengguna Google,4,2026-02-03 18:21:36,Good,Positif,good
Pengguna Google,1,2026-02-03 18:16:32,"aplikasinya sulit di gunakan, barcode subsidi mobil orangtua saja tidak bisa saya dapatkan padahal kendaraannya sudah terdafatar.",Negatif,aplikasi sulit guna barcode subsidi mobil orangtua saja tidak bisa saya dapat padahal kendara sudah terdafatar
Pengguna Google,5,2026-02-03 17:50:34,ok mantabb,Positif,ok mantabb
Pengguna Google,5,2026-02-03 17:45:35,sangat bagus,Positif,sangat bagus
Pengguna Google,5,2026-02-03 17:32:15,ok tingkatkan lagi pelayanan dan isi dari BBM itu sendiri. merdekalah untuk rakyat sendiri. siapa lagi kalo bukan kalian Pertamina tunjukkan buktikan pada rakyat,Positif,ok tingkat lagi layan isi bbm sendiri merdeka rakyat sendiri siapa lagi kalo bukan kalian pertamina tunjuk bukti rakyat
Pengguna Google,2,2026-02-03 16:00:46,"kenapa yaa, akun saya kok diblokir, padahal mau ganti plat nomor cuman, menyulitkan",Negatif,kenapa yaa akun saya kok blokir padahal mau ganti plat nomor cuman sulit
Pengguna Google,1,2026-02-03 15:45:36,"untuk aplikasi bagus tapi hampir setengah spbu dijakarta gabisa,percuma ajh di adain mypertamina",Negatif,aplikasi bagus tapi hampir tengah spbu dijakarta gabisapercuma ajh adain mypertamina
Pengguna Google,5,2026-02-03 15:21:06,ok,Positif,ok
Pengguna Google,5,2026-02-03 11:37:24,prettttt,Positif,prettttt
Pengguna Google,5,2026-02-03 09:53:58,ok,Positif,ok
Pengguna Google,1,2026-02-03 09:09:45,Aplikasi bukan mempermudah malah jadi apa apa serba sulit ...udah beberapa kali daftar barcode tetep tidak lulus,Negatif,aplikasi bukan mudah malah jadi apa apa serba sulit udah beberapa kali daftar barcode tetep tidak lulus
Pengguna Google,5,2026-02-03 09:07:06,mantap,Positif,mantap
Pengguna Google,5,2026-02-03 08:48:57,"aplikasi nya sudah bagus. saran saya, tolong tambahkan metode pembayaran melalui Dana ya, karena kebanyakan orang² lebih terbiasa menggunakan Dana daripada yang lain (termasuk saya) :/",Positif,aplikasi nya sudah bagus saran saya tolong tambah metode bayar lalu dana ya karena banyak orang lebih biasa guna dana daripada lain masuk saya
Pengguna Google,1,2026-02-03 07:41:27,Pertamina sarang koruptor. beli bbm dipersulit,Negatif,pertamina sarang koruptor beli bbm sulit
Pengguna Google,1,2026-02-02 22:32:52,"ini gimana sih sistem kok mempersulit masyarakat, udah 10x saya daftar gagal terus dengan alasan stnk tidak sesuai, padahal foto udah jelas banget. tolong perbaiki lagi sistemnya, atau sekalian aja hapus my pertamina",Negatif,gimana sih sistem kok sulit masyarakat udah x saya daftar gagal terus alas stnk tidak sesuai padahal foto udah jelas banget tolong baik lagi sistem atau sekali aja hapus my pertamina
Pengguna Google,1,2026-02-02 20:38:01,"mau daftarkan kendaraan baru karena ganti plat nomer, ga bisa d klik lanjut, harus lengkapi data diri, udah semua.. tinggal masukan nama lengkap tapi ga bisa d klik kolom namanya.. lah terus gimana mau lengkapi data dirinya? tolong lah kalau ada masalah langgsung sat set d betulin jgn d biarin.. nyusahin aja kerjanya",Negatif,mau daftar kendara baru karena ganti plat nomer tidak bisa d klik lanjut harus lengkap data diri udah semua tinggal masuk nama lengkap tapi tidak bisa d klik kolom nama lah terus gimana mau lengkap data diri tolong lah kalau ada masalah langgsung sat set d betulin jgn d biarin nyusahin aja kerja
Pengguna Google,5,2026-02-02 20:07:48,Tidak bisa digunakan,Positif,tidak bisa guna
Pengguna Google,5,2026-02-02 19:47:18,"Tolong dibantu Pak/Bu, saya sudah membeli mobil bekas karimun bernopol H 1542 JI, kenapa setiap kali sudah dikirimkan data berupa foto STNK selalu tidak sesuai ? Mohon bantuannya Pak/Bu 🙏🏼",Positif,tolong bantu pakbu saya sudah beli mobil bekas karimun bernopol h ji kenapa tiap kali sudah kirim data upa foto stnk selalu tidak sesuai mohon bantu pakbu
Pengguna Google,1,2026-02-02 18:49:44,aplikasi lemot dan berjalan sangat² lambat,Negatif,aplikasi lot jalan sangat lambat
Pengguna Google,5,2026-02-02 18:16:32,ok,Positif,ok
Pengguna Google,1,2026-02-02 17:11:00,bagaimana ini update barcode susah amat. benerin woi nyusahin rakyat aja,Negatif,bagaimana update barcode susah amat benerin woi nyusahin rakyat aja
Pengguna Google,1,2026-02-02 15:37:44,"barcode mobil dibilang kadaluarsa, didaftarin gabisa.. aplikasi gaguna",Negatif,barcode mobil bilang kadaluarsa didaftarin gabisa aplikasi gaguna
Pengguna Google,5,2026-02-02 13:52:21,oke bngt,Positif,oke bngt
Pengguna Google,5,2026-02-02 12:58:22,Alhamdulillah sangat membantu....,Positif,alhamdulillah sangat bantu
Pengguna Google,5,2026-02-02 12:39:45,tolong jgn minta uodate terus..,Positif,tolong jgn minta uodate terus
Pengguna Google,5,2026-02-02 12:33:03,terlalu lama waktu verifikasinya,Positif,terlalu lama waktu verifikasi
Pengguna Google,5,2026-02-02 09:52:51,mantap,Positif,mantap
Pengguna Google,5,2026-02-02 08:45:45,"Mantap, cuma kadang lola sinyalnya",Positif,mantap cuma kadang lola sinyal
Pengguna Google,5,2026-02-02 08:24:34,"cukup bagus dan lancar transaksi nya, lumayan buat ngumpulin poin hehe",Positif,cukup bagus lancar transaksi nya lumayan buat ngumpulin poin hehe
Pengguna Google,5,2026-02-02 08:18:26,antrian lebih cepat 👍,Positif,antri lebih cepat
Pengguna Google,5,2026-02-02 07:29:55,"barcode saya tidak bisa digunakan alasannya kadaluarsa dan harus di perbarui,saya cek ini di blokir sehingga saya tidak bisa buat yang baru...saya minta arahan dan petunjuk nya nih... solusinya bagaimana 🙏🏻",Positif,barcode saya tidak bisa guna alas kadaluarsa harus perbaruisaya cek blokir sehingga saya tidak bisa buat barusaya minta arah tunjuk nya nih solusi bagaimana
Pengguna Google,5,2026-02-02 01:49:28,bagus,Positif,bagus
Pengguna Google,1,2026-02-02 00:36:00,woi perbaiki sistem penerimaan subsidi tepat barkode nya eror sistem terus lucu sekelas Pertamina tim it nya kocak,Negatif,woi baik sistem terima subsidi tepat barkode nya eror sistem terus lucu kelas pertamina tim it nya kocak
Pengguna Google,5,2026-02-01 23:26:06,simpel dan praktis,Positif,simpel praktis
Pengguna Google,5,2026-02-01 23:15:03,Beri promo lebihlah buat ojol mah boz....,Positif,beri promo lebih buat ojol mah boz
Pengguna Google,1,2026-02-01 22:27:14,"buat yang orang daerah Kabupaten nih aplikasi berasa gak guna. mau bayar pake QRIS katanya cuma bisa mypertamina, mau pake My pertamina bolak balik ditolak pom bensin, yang katanya struk nya habis, EDC nya error, sampe ada yang bilang kalo pom nya ga nerima pake Mypertamina. lah ini aplikasi fungsinya apa? 😂😂😂",Negatif,buat orang daerah kabupaten nih aplikasi asa gak guna mau bayar pake qris kata cuma bisa mypertamina mau pake my pertamina bolak balik tolak pom bensin kata struk nya habis edc nya error sampe ada bilang kalo pom nya tidak nerima pake mypertamina lah aplikasi fungsi apa
Pengguna Google,1,2026-02-01 22:01:32,buruk,Negatif,buruk
Pengguna Google,1,2026-02-01 19:18:22,lemot bngt... ga jelas......,Negatif,lot bngt tidak jelas
Pengguna Google,4,2026-02-01 15:44:22,bagus,Positif,bagus
Pengguna Google,1,2026-02-01 14:07:28,2 x barcode saya kadaluarsa. skrg malah tidak bisa buka aplikasi. mohon diberikan penjelasan terimakasih,Negatif,x barcode saya kadaluarsa skrg malah tidak bisa buka aplikasi mohon beri jelas terimakasih
Pengguna Google,1,2026-02-01 08:35:46,"verifikasi data diri saya di tolak saat daftar subsidi tepat, bagaimana solusi nya",Negatif,verifikasi data diri saya tolak saat daftar subsidi tepat bagaimana solusi nya
Pengguna Google,5,2026-02-01 08:01:10,sangat membantu aplikasi ini...,Positif,sangat bantu aplikasi
Pengguna Google,4,2026-02-01 07:44:45,baik,Positif,baik
Pengguna Google,2,2026-02-01 07:27:32,RIBETTTT,Negatif,ribetttt
Pengguna Google,5,2026-02-01 06:13:44,praktis,Positif,praktis
Pengguna Google,5,2026-02-01 05:49:27,woow siiiip,Positif,woow siiiip
Pengguna Google,1,2026-01-31 19:36:31,Kenapa no HP dikatakan format salah?,Negatif,kenapa no hp kata format salah
Pengguna Google,1,2026-01-31 19:00:07,mau ganti pasword aja gagal terus di suruh coba lagi udh sebulan lebih... nyusahin,Negatif,mau ganti pasword aja gagal terus suruh coba lagi udh bulan lebih nyusahin
Pengguna Google,1,2026-01-31 18:54:34,aplikasi bobrok mengecewakan seperti ini dipublikasikan. niat membantu atau mempersulit warga? kode otp aja susah banget dapatnya.,Negatif,aplikasi bobrok kecewa seperti publikasi niat bantu atau sulit warga kode otp aja susah banget dapat
Pengguna Google,1,2026-01-31 17:47:56,"aplikasi bukannya memudahkan malah menyulitkan masyarakat. buat apa coba barcode kadaluwarsa,solusinya minta orang samsat harus hapus data kendaraan yang sudah terdaftar mau isi data juga malah bolak balik salah sandi padahal sdh sesuai,akhirnya tetep aja gak bisa dipakai.Kirain cuma punya saya ternyata hampir semua kena imbasnya.Tolong ditinjau lebih lanjut biar memudahkan masyarakat bukan malah menyulitkan apalagi banyak warga yang masih awam sekelas BUMN kok kya gini",Negatif,aplikasi bukan mudah malah sulit masyarakat buat apa coba barcode kadaluwarsasolusinya minta orang samsat harus hapus data kendara sudah daftar mau isi data juga malah bolak balik salah sandi padahal sdh sesuaiakhirnya tetep aja gak bisa dipakaikirain cuma punya saya nyata hampir semua kena imbasnyatolong tinjau lebih lanjut biar mudah masyarakat bukan malah sulit apalagi banyak warga masih awam kelas bumn kok kya gin
Pengguna Google,1,2026-01-31 17:25:55,sering sekali saya mau transaksi tapi selalu lemot untuk buka appsnya. tolong di selesaikan.,Negatif,sering sekali saya mau transaksi tapi selalu lot buka appsnya tolong selesai
Pengguna Google,5,2026-01-31 16:51:39,mantap...semoga cepat dapat barcode...,Positif,mantapsemoga cepat dapat barcode
Pengguna Google,5,2026-01-31 16:46:16,oke,Positif,oke
Pengguna Google,1,2026-01-31 16:45:16,aplikasi yg buruk ada masalah sepele aja tidak bisa diselesaikan dengan cepat. dan bertele2 dan terlalu lama dan tdk ada solusi.,Negatif,aplikasi buruk ada masalah sepele aja tidak bisa selesai cepat tele terlalu lama tidak ada solusi
Pengguna Google,1,2026-01-31 16:18:05,"ganti password subsidi tepat, link di Gmail malah mengarahkan untuk download app lagi. ANEHHH",Negatif,ganti password subsidi tepat link gmail malah arah download app lagi anehhh
Pengguna Google,5,2026-01-31 15:52:06,mantap,Positif,mantap
Pengguna Google,5,2026-01-31 13:45:34,sangat membantu,Positif,sangat bantu
Pengguna Google,5,2026-01-31 12:51:16,CEPAT TIDAK PERLU ANTRI PANJANG KAYAK ORANG PEAK,Positif,cepat tidak perlu antri panjang kayak orang peak
Pengguna Google,1,2026-01-31 12:47:27,"Minimal pas ada event penjaga nya ramah, namanya juga pertama kali kan wajar ya bingung eh malah dijudesin. dan lain kali normalisasi cash, emang uang kertas udah ga berlaku ya?",Negatif,minimal pas ada event jaga nya ramah nama juga pertama kali kan wajar ya bingung eh malah dijudesin lain kali normalisasi cash emang uang kertas udah tidak laku ya
Pengguna Google,5,2026-01-31 12:18:11,ok,Positif,ok
Pengguna Google,1,2026-01-31 12:11:20,"nopol kendaraan katanya sudah terdaftar tapi di aplikasi my pertamina 1 kendaraan pun tidak ada yang muncul.apalagi barcodenya tidak ada sama sekali sangat kecewa sama apk ini menyusahkan masyarakat saja sangat ribet,aplikasi tidak jelasss.",Negatif,nopol kendara kata sudah daftar tapi aplikasi my pertamina kendara pun tidak ada munculapalagi barcodenya tidak ada sama sekali sangat kecewa sama aplikasi susah masyarakat saja sangat ribetaplikasi tidak jelasss
Pengguna Google,5,2026-01-31 11:41:18,apk oke mantap memudahkan transaksi di Pertamina,Positif,aplikasi oke mantap mudah transaksi pertamina
Pengguna Google,5,2026-01-31 10:36:07,terima kasih pertamina untuk acara dan event nya🤩🥰,Positif,terima kasih pertamina acara event nya
Pengguna Google,5,2026-01-31 10:30:03,mantap,Positif,mantap
Pengguna Google,5,2026-01-31 10:29:50,asik,Positif,asik
Pengguna Google,5,2026-01-31 09:00:33,smua lancar okey,Positif,smua lancar okey
Pengguna Google,5,2026-01-31 08:56:32,eventnya menarik,Positif,eventnya tarik
Pengguna Google,1,2026-01-30 21:21:38,aplikasi makin lama makin gak jelas. selalu eror dipembayaran. tolong jaga kestabilan aplikasinya.,Negatif,aplikasi makin lama makin gak jelas selalu eror bayar tolong jaga stabil aplikasi
Pengguna Google,5,2026-01-30 20:52:31,lancar,Positif,lancar
Pengguna Google,4,2026-01-30 19:37:35,kenapa sekarang ini aplikasi my pertamina tidak bisa daftar untuk subsidi,Positif,kenapa sekarang aplikasi my pertamina tidak bisa daftar subsidi
Pengguna Google,5,2026-01-30 17:52:20,ok sdh gaknlemot,Positif,ok sdh gaknlemot
Pengguna Google,5,2026-01-30 16:51:06,keren,Positif,keren
Pengguna Google,5,2026-01-30 16:50:08,mudah,Positif,mudah
Pengguna Google,5,2026-01-30 15:53:14,ijin tanya gmn cara bikin barcode BBM subsidi nik nya tidak cocok terus bilangnya,Positif,ijin tanya gmn cara bikin barcode bbm subsidi nik nya tidak cocok terus bilang
Pengguna Google,5,2026-01-30 15:52:30,ok,Positif,ok
Pengguna Google,5,2026-01-30 15:11:47,jos,Positif,jos
Pengguna Google,5,2026-01-30 14:54:38,Bagaimana merubah barcobnya kalau kendaraan mutasi alamat,Positif,bagaimana rubah barcobnya kalau kendara mutasi alamat
Pengguna Google,5,2026-01-30 13:29:02,mantap,Positif,mantap
Pengguna Google,5,2026-01-30 13:20:54,keren banget,Positif,keren banget
Pengguna Google,5,2026-01-30 13:11:20,baik,Positif,baik
Pengguna Google,5,2026-01-30 12:31:14,ok,Positif,ok
Pengguna Google,1,2026-01-30 11:59:17,udah di coba minta reset kata sandi ngga ada masuk2 email nya.. padahal email udah bener udah di coba restart ulang HP nya masih tetep aja ngga ada masuk email nya. udah di email ke pertamina nya masih aja ngga ada respon..gimana ini aplikasi my pertamina,Negatif,udah coba minta reset kata sandi ngga ada masuk email nya padahal email udah bener udah coba restart ulang hp nya masih tetep aja ngga ada masuk email nya udah email pertamina nya masih aja ngga ada respongimana aplikasi my pertamina
Pengguna Google,5,2026-01-30 09:47:18,mantap,Positif,mantap
Pengguna Google,1,2026-01-30 09:44:03,"mempersulit udah pake barcode, terus disuruh ngisi sendiri najis",Negatif,sulit udah pake barcode terus suruh ngisi sendiri najis
Pengguna Google,1,2026-01-30 07:54:27,"aplikasi ga berguna, ga ada yg bener, blokir main blokir saja tanpa ada keterangan jelas",Negatif,aplikasi tidak guna tidak ada bener blokir main blokir saja tanpa ada terang jelas
Pengguna Google,1,2026-01-30 07:51:41,ga ngotak server kendala Mulu padahal anggaran banyak oh konoha² 🤣🤣,Negatif,tidak ngotak server kendala mulu padahal anggar banyak oh konoha
Pengguna Google,5,2026-01-30 07:48:53,berguna,Positif,guna
Pengguna Google,5,2026-01-30 05:52:35,cepat mendapat kode barkode,Positif,cepat dapat kode barkode
Pengguna Google,1,2026-01-30 03:47:08,pertamina rugi melulu. padahal rakyat beli tunai ga ada ceritanya di hutang.,Negatif,pertamina rugi melulu padahal rakyat beli tunai tidak ada cerita hutang
Pengguna Google,5,2026-01-29 20:43:19,mantap,Positif,mantap
Pengguna Google,5,2026-01-29 20:08:41,terbaik!,Positif,baik
Pengguna Google,5,2026-01-29 19:51:11,good aplikasi Smart and quicly recomended,Positif,good aplikasi smart and quicly recomended
Pengguna Google,5,2026-01-29 19:14:21,mantab,Positif,mantab
Pengguna Google,1,2026-01-29 18:13:38,"harusnya pas upload dokument bisa akses gallery,ngga harus pakai jepretan langsung kamera.kalau kameranya bapuk auto ditolak karena gelap,blur,atau kecerahan..",Negatif,harus pas upload dokument bisa akses galleryngga harus pakai jepret langsung kamerakalau kamera bapuk auto tolak karena gelapbluratau cerah
Pengguna Google,5,2026-01-29 17:51:58,so far so good,Positif,so far so good
Pengguna Google,4,2026-01-29 17:26:33,ok baik,Positif,ok baik
Pengguna Google,1,2026-01-29 16:29:53,"kirim otp berkali"" ke email gk ada masuk",Negatif,kirim otp kali email tidak ada masuk
Pengguna Google,4,2026-01-29 13:33:30,hidiah tukar point kok dari bulan 11 2025 sampai sekarang belum dikirim kirim ya....,Positif,hidiah tukar point kok bulan sampai sekarang belum kirim kirim ya
Pengguna Google,1,2026-01-29 09:56:06,kenapa aplikasi gabisa memproses pendaftaran kendaraan di menu subsidi yah?? tolong segera di perbaiki lagi,Negatif,kenapa aplikasi gabisa proses daftar kendara menu subsidi yah tolong segera baik lagi
Pengguna Google,1,2026-01-29 09:21:43,semakin lama semakin sulit aplikasinya muter2 loading akhirnya gagal... tmbah GK jelas semuanya di persulit semuanya....buruk..buruk...,Negatif,makin lama makin sulit aplikasi muter loading akhir gagal tmbah tidak jelas semua sulit semuanyaburukburuk
Pengguna Google,1,2026-01-29 09:07:26,niat buat aplikasi ngk sih? daftarin kendaraan subsidi aja gagal terus tolong dibantu dari kemarin saya coba gagal terus,Negatif,niat buat aplikasi ngk sih daftarin kendara subsidi aja gagal terus tolong bantu kemarin saya coba gagal terus
